frame,iso_time,infer_fps,loop_fps,infer_ms,n_obj,bldc_motor,stm32f4,mpu6500,ir_sensor,elco_capacitor,resistor,pin_header,xt30_female
256,2026-06-16T07:23:08.933,62.39,14.53,16.03,9,1,1,1,1,1,0,3,1
257,2026-06-16T07:23:09.000,81.29,15.09,12.3,9,1,1,1,1,1,0,3,1
258,2026-06-16T07:23:09.081,51.69,12.32,19.35,9,1,1,1,1,1,0,3,1
259,2026-06-16T07:23:09.155,50.39,13.56,19.85,9,1,1,1,1,1,0,3,1
260,2026-06-16T07:23:09.200,88.82,22.04,11.26,9,1,1,1,1,1,0,3,1
261,2026-06-16T07:23:09.280,46.81,12.39,21.36,9,1,1,1,1,1,0,3,1
262,2026-06-16T07:23:09.332,72.64,19.49,13.77,9,1,1,1,1,1,0,3,1
263,2026-06-16T07:23:09.393,86.61,16.49,11.55,9,1,1,1,1,1,0,3,1
264,2026-06-16T07:23:09.474,83.43,12.22,11.99,9,1,1,1,1,1,0,3,1
265,2026-06-16T07:23:09.543,55.71,14.46,17.95,9,1,1,1,1,1,0,3,1
266,2026-06-16T07:23:09.599,90.22,18.08,11.08,9,1,1,1,1,1,0,3,1
267,2026-06-16T07:23:09.673,51.65,13.47,19.36,9,1,1,1,1,1,0,3,1
268,2026-06-16T07:23:09.729,87.93,18.03,11.37,9,1,1,1,1,1,0,3,1
269,2026-06-16T07:23:09.790,88.56,16.19,11.29,9,1,1,1,1,1,0,3,1
270,2026-06-16T07:23:09.861,60.86,14.15,16.43,9,1,1,1,1,1,0,3,1
271,2026-06-16T07:23:09.940,65.98,12.61,15.16,9,1,1,1,1,1,0,3,1
272,2026-06-16T07:23:10.000,87.94,16.81,11.37,9,1,1,1,1,1,0,3,1
273,2026-06-16T07:23:10.064,87.2,15.7,11.47,9,1,1,1,1,1,0,3,1
274,2026-06-16T07:23:10.139,49.41,13.34,20.24,9,1,1,1,1,1,0,3,1
275,2026-06-16T07:23:10.191,89.82,19.15,11.13,9,1,1,1,1,1,0,3,1
276,2026-06-16T07:23:10.265,85.08,13.49,11.75,9,1,1,1,1,1,0,3,1
277,2026-06-16T07:23:10.337,89.55,13.94,11.17,9,1,1,1,1,1,0,3,1
278,2026-06-16T07:23:10.410,89.18,13.69,11.21,9,1,1,1,1,1,0,3,1
279,2026-06-16T07:23:10.474,50.39,15.7,19.85,9,1,1,1,1,1,0,3,1
280,2026-06-16T07:23:10.538,84.38,15.6,11.85,9,1,1,1,1,1,0,3,1
281,2026-06-16T07:23:10.592,88.39,18.24,11.31,9,1,1,1,1,1,0,3,1
282,2026-06-16T07:23:10.665,51.68,13.97,19.35,9,1,1,1,1,1,0,3,1
283,2026-06-16T07:23:10.745,50.75,12.36,19.7,9,1,1,1,1,1,0,3,1
